timestamp(ms),temperature,OrientX(deg),OrientY(deg),OrientZ(deg),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),LinearX(m/s^2),LinearY(m/s^2),LinearZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),AcclX(m/s^2),AcclY(m/s^2),AcclZ(m/s^2),GravityX(m/s^2),GravityY(m/s^2),GravityZ(m/s^2),
"1678298653,351",,,,,,,,"0",,,,,,,,,,,,
"1678298653,356",,,,,,,,,"0",,,,,,,,,,,
"1678298653,36",,,,,,,,,,"0",,,,,,,,,,
"1678298653,364",,,,,,,,,,,"0",,,,,,,,,
"1678298653,367",,,,,,,,,,,,"0",,,,,,,,
"1678298653,371",,,,,,,,,,,,,"0",,,,,,,
"1678298653,375",,,,,,,,,,,,,,"0,06",,,,,,
"1678298653,379",,,,,,,,,,,,,,,"-0,31",,,,,
"1678298653,383",,,,,,,,,,,,,,,,"9,56",,,,
"1678298653,388",,,,,,,,,,,,,,,,,"0",,,
"1678298653,392",,,,,,,,,,,,,,,,,,"0",,
"1678298653,397",,,,,,,,,,,,,,,,,,,"0",
"1678298653,4","24",,,,,,,,,,,,,,,,,,,
"1678298653,429",,"0",,,,,,,,,,,,,,,,,,
"1678298653,433",,,"0",,,,,,,,,,,,,,,,,
"1678298653,438",,,,"0",,,,,,,,,,,,,,,,
"1678298653,442",,,,,"0",,,,,,,,,,,,,,,
"1678298653,446",,,,,,"0",,,,,,,,,,,,,,
"1678298653,45",,,,,,,"0",,,,,,,,,,,,,
"1678298653,454",,,,,,,,"0",,,,,,,,,,,,
"1678298653,459",,,,,,,,,"0",,,,,,,,,,,
"1678298653,463",,,,,,,,,,"0",,,,,,,,,,
"1678298653,467",,,,,,,,,,,"0",,,,,,,,,
"1678298653,47",,,,,,,,,,,,"0",,,,,,,,
"1678298653,474",,,,,,,,,,,,,"0",,,,,,,
"1678298653,478",,,,,,,,,,,,,,"0,05",,,,,,
"1678298653,482",,,,,,,,,,,,,,,"-0,3",,,,,
"1678298653,486",,,,,,,,,,,,,,,,"9,57",,,,
"1678298653,491",,,,,,,,,,,,,,,,,"0",,,
"1678298653,495",,,,,,,,,,,,,,,,,,"0",,
